,Reviews
1642,Really very bad phone on this price range.i am used good mobiles by realme but this one very bad experience ever and also a gaming mobile but when you play 1 hour after need to charge.
1643,Amezing phone 📱
1644,"Image quality is just amazing.. first look also awesome.. macre shot,main camera, selfie camera wow.."
1645,Best smartphone but not value for moneyBuy offer season
1646,Very good mobile phone
1647,Good
1648,Very bad battery and camara in low light is too bad.
1649,Nic
1650,I loved it
1651,Good phone in its price range. Camera quality is very good. Fast charging and screen response is also good. Fully satisfied with this product.
1652,Excellent performance
1653,Camera quality and other options features are missing.OIS missing.lot of unnecessary apps by realme. Annoying web browser. Would consider value for money if price is around 20 to 22k. Even updates are not so fast. Still realme ui 3.0 is not there.
1654,Evevery thing is ok need more battery power
1655,Overall performance is good. Sound  quality need to improve 😜
1656,A good device if priced at 20k coz you have an average camera. You can consider Motorola mobiles in this price range which has an ad-free experience as it runs stock software and also has ThinkShield security built in.
1657,Good processor & good performance
1658,Awesome mobile
1659,"Nice phone , only drawback I encountered so far  is the poor signal reception."
1660,Ok.nice product...Super fast changing
1661,"got the device for 22k (8gb+128 gb)with some offers *lot of bloat apps need to unbload and delete some unwanted system apps before you use,android expirence is good not like miui lot of slugish blot apps*dispay is goog, indisplay fingerprint works fine*charging speed is good*battery last a day not great overall my sugestion will be buy the device if u get 5-6k offer on the device"
1662,Nice and handy.Decent battery but fast charge compensates
1663,Light Weight but very powerful features.
1664,Operating performance is very good. Battery is also ok but Camera is very dull. Not as expected on this price
1665,"Display is very good.. the phone charges quickly.. also I don't play games, my phone lasts more than one and half-day day after charging. In had feel is very good. Overall very happy with the phone.."
1666,One of the best phones of realme. Just a little bit disappointed on camera and a bit on ram management else it's the best. And value for money.
1667,Charger complaint with in one month
1668,super mobile in offer
1669,I loved it but improve the camera and performance please realme
1670,"Battery Standby Drain happens. If the charge in night is 78%, at morning it will be about 72% but it has superb fast charging"
1671,It's a great mobile and so nice for master design
1672,Bgmi works very well
1673,"Very poor Battery Backup draining very fastly and if you work with multiple apps Device is heating is observed,More ever I am completely disappointed , Previous I use MIi, Samsung, OnePlus, better than this completely disappointed , Again I need to invest and purchase a new one hopefully my voice will reach to realme and do some better in the battery area through the software patches.Thanks  Realme"
1674,Please do not buy this phone because over heating issue
1675,Nice one
1676,Very nice performance
1677,Nice product
1678,Realme GT Master Edition is Good Phone Performance is extremely good battery backup is ok for normal useger one day battery backup amazing display 120hz refresh is so smooth super dot charging is very fast charging 0 to100 charging only 35minats Bild quality is good over all phone is very nice
1679,The display and battery is patheticThere is a lot of software issues.. more optimisation is needed
1680,POOR Battery
1681,Speaker are not good..it's like chine phone speaker sounds..and voice calls clarity is not good..waste of this much amount to spend this product.
1682,"Heating, battery backup not good service not good"
1683,Nice one
1684,Amazing phone with a good processor and a decent camera.Charging is good but battery backup is average.
1685,Thank you.
1686,Performance 🤘
1687,Mobile is good Satisfied.But Battery performance was not satisfied
1688,Very good
1689,Nice
1690,Good mobile
1691,Good
1692,Super
1693,"If you compare the phone with others in the same budget range, it's awesome. With the 8 gb ram performance is great. After 1 week usage this is my opinion..Pros:1. Great display. Brightness is very good even in sunlight. The screen refresh and scrolling is great.2. Camera and camera app both are very good. With third party apps like gcam for photography and 24fps mcpro for videography, it's working awesome. Great in daylight and decent in low light.3. The super dart charger is amazing. Fr..."
1694,Not bad
1695,"Honest Review not Paid Review 1. Camera : No OIS , image and videos are too bad, you can forecast the low light photography2. Too much bugs, advertisement, pre installed applications3. Gallery you need to install, with advertisement4. Auto light sensor works terribly wrong 5. Brightness is not enough in sunlight6. Back cover get dirty after few days of use"
1696,In this budget it best one
1697,Iam not satisfied with performance this price range ..and also I request return.. Flipkart worst return policy make me disappointment ...they have a good return drama with customer care..thank you Flipkart .. don't play with normal people..once again thanks a lot
1698,Except battery everything is superb.. .
1699,Value for money 🤩😍
1700,Very smart phone
1701,Smart mobile
1702,"Just go for it, its worthy for 20k"
1703,"A superb packed phone for all mid budget people.It's a complete package of performance....a well camera super charging ,good software,just loved thisPurchase this after selected Vivo x70pro and now I feels it's really worth it and just loved this divice ..."
1704,"Camera is not up to the mark, other that I found this phone as value for money, no heating issue what so ever, I don't do gaming so can't say anything about gaming.It felt like gentleman's phone due to its unique briefcase design, which for me is very Important."
1705,Awesome performance yrr... Camera Is also marvelous..Display too good..Overall Awesome phone go for it...
1706,"Mobile is handy and good.call clarity is bad and some noise is coming. battery drained fast. I have been updated from realme x to Gt master edition,but it's not worthy."
1707,Very nice mobail thanks
1708,Most excellent
1709,Bset and good product
1710,Good phone
1711,Really super mobile
1712,It's really  a master of all realme mobiles
1713,Thnk u
1714,"Everything is perfect, except for the battery backup."
1715,Phone is good.Battery backup is poor Camera is ok-ok.Realme needs to upgrade their cameras
1716,Phone with these specifications in that price is awesome. Realme has improved its camera performance.  Really I admired the camera and the display.. 👍
1717,The camera's various filters and specially Night mode are great
1718,"After lot of research for around 1 month, i then decided to buy realme gt master grey colour 8gb/128gb variant. Got the phone in good price, thanks to Flipkart big billion day, realme and thanks to the seller too. I like the grip of the phone, its not oversized at all, perfect handy phone it is indeed, i bought realme phone 1st time in my life, lets see how it works. This is my genuine review. Cheers!!"
